,title
8975,"Floral diversity assessment in Alno communal mixed forest in Benguet, Philippines"
8976,"Shallow-water benthic hydroids from Tethys Bay (Terra Nova Bay, Ross Sea, Antarctica)"
8977,Land-Use Change Alters Host and Vector Communities and May Elevate Disease Risk
8978,How well does presence-only-based species distribution modelling predict assemblage diversity? A case study of the Tenerife flora
8979,Impacts of non-native fishes under a seasonal temperature gradient are forecasted using functional responses and abundances Advancing research on alien species and biological invasions
8980,Sun coral invasion of shallow rocky reefs: effects on mobile invertebrate assemblages in Southeastern Brazil
8981,Genetic Analysis of Founder Bottlenecks in the Rare British Butterfly Plebejus argus
8982,Biodiversity among haptophyte algae
8983,Fine-Scale Diversity and Rarity Hotspots in Northern Forests
8984,Biochronological and palaeobiogeographical significance of the earliest Miocene mammal fauna from Northern Vietnam
8985,Cost-effective assessment of extinction risk with limited information
8986,Valuation of wildlife populations above survival
8987,Species and functional trait re-assembly of ground beetle communities in restored grasslands
8988,Revisiting the dimensionality of biological diversity
8989,The effects of protected area systems on ecosystem restoration: a quasi-experimental design to estimate the impact of Costa Rica&apos;s protected area system on forest regrowth
8990,
8991,"Nowhere to swim to: climate change and conservation of the relict Dades trout Salmo multipunctata in the High Atlas Mountains, Morocco"
8992,Contribution of the Natura 2000 Network to Biodiversity Conservation in Italy
8993,Biotic resistance to an invasive spider conferred by generalist insectivorous birds on Hawai&apos;i Island
8994,Ocean acidification and warming will lower coral reef resilience
8995,Cultural heritage and biodiversity conservation - plant introduction and practical restoration on ancient burial mounds Launched to accelerate biodiversity conservation
8996,Connectivity and zebra mussel invasion offer short-term buffering of eutrophication impacts on floodplain lake landscape biodiversity
8997,Biodiversity and conservation of yeasts
8998,"New records and an updated checklist of snakes from Son La Province, Vietnam"
8999,"Research Article Home range, habitat use and food habits of re-introduced gaur (Bos gaurus gaurus) in Bandhavgarh Tiger Reserve, Central India"
9000,Recruitment patterns of 2 sea cucumber species in a Central Mexican Pacific coral reef community Patrón de reclutamiento de 2 holoturoideos asociados a una comunidad coralina del Pacífico central mexicano-NC-ND 4.0
9001,Susceptibility of pollinators to ongoing landscape changes depends on landscape history
9002,Predicting effects of large-scale reforestation on native and exotic birds
9003,Contrasting the distribution of butterflies and termites in plantations and tropical forests
9004,Using vertebrate environmental DNA from seawater in biomonitoring of marine habitats
9005,The Impact of Increased Environmental Stochasticity Due to Climate Change on the Dynamics of Asiatic Wild Ass
9006,Natural fragmentation in river networks as a driver of speciation for freshwater fishes
9007,Mammal and bird species held in zoos are less endemic and less threatened than their close relatives not held in zoos
9008,"The genetic structure of the European breeding populations of a declining farmland bird, the ortolan bunting (Emberiza hortulana), reveals conservation priorities"
9009,"The phylogenetic position and taxonomic status of Sterechinus bernasconiae Larrain, 1975 (Echinodermata, Echinoidea), an enigmatic Chilean sea urchin"
9010,Using species co-occurrence networks to assess the impacts of climate change
9011,The Silent Mass Extinction of Insect Herbivores in Biodiversity Hotspots
9012,Beyond gradual warming: extreme weather events alter flower phenology of European grassland and heath species
9013,Basic ecological theory can inform habitat restoration for woodland birds
9014,Coming in like a wrecking-ball: are native Eurasian red squirrels displacing invasive Siberian chipmunks? A study from an urban park
9015,Effects of low severity burning after clear-cutting on mid-boreal ant communities in the two years after fire
9016,Invader presence disrupts the stabilizing effect of species richness in plant community recovery after drought
9017,"Trophic structure of the macrobenthic community of Hornsund, Spitsbergen, based on the determination of stable carbon and nitrogen isotopic signatures"
9018,The ecological research needs of business
9019,
9020,Neither the public nor experts judge species primarily on their origins
9021,Assessing effects of non-native crayfish on mosquito survival
9022,The San Lucas mountain range in Colombia: how much conservation is owed to the violence?
9023,-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)
9024,Key research questions of global importance for cetacean conservation
9025,Horizon scanning for invasive alien species with the potential to threaten biodiversity and human health on a Mediterranean island
9026,
9027,Systematics and Biodiversity 4 °C and beyond: what did this mean for biodiversity in the past? Perspective 4 • C and beyond: what did this mean for biodiversity in the past?
9028,What Every Conservation Biologist Should Know about Economic Theory
9029,"New Caledonia has a depauperate subterranean ant fauna, despite spectacular radiations above ground"
9030,The role of herbicides for enhancing forest productivity and conserving land for biodiversity in North America
9031,Exploring a new biodiversity frontier: subterranean ants in northern Australia
9032,
9033,Endophytic fungi associated with the Antarctic grass Deschampsia antarctica Desv. (Poaceae)
9034,
9035,Are power-line corridors an alternative habitat for carabid beetle (Coleoptera: Carabidae) and wolf spider (Araneae: Lycosidae) heathland specialists?
9036,Amphibian Distributions within Three Types of Isolated Wetlands in Southwest Georgia
9037,Local demand drives a bushmeat industry in a Philippine forest preserve
9038,Predicting the Spatial Distribution of a Seabird Community to Identify Priority Conservation Areas in the Timor Sea
9039,Ecology in a human-dominated World Differential temporal beta-diversity patterns of native and non-native arthropod species in a fragmented native forest landscape
9040,Improving the science-policy dialogue to meet the challenges of biodiversity conservation: having conversations rather than talking at one-another
9041,Where are the bats? An environmental complementarity analysis in a megadiverse country
9042,"Cryptobenthic fish biodiversity and microhabitat use in healthy and degraded coral reefs in SE Sulawesi, Indonesia"
